name,area_name,salary_from,salary_to,salary_currency,published_at,employer_name,requirement,schedule_id,working_hours_id,work_schedule_by_days,professional_roles,experience_name,employment_id
DevOps-инженер (Senior),Астана,,,,2024-11-27T11:30:22+0300,Movavi,Опыт работы на схожей позиции от пяти лет. Уверенная работа с Git. Знание и опыт построения CI/CD Jenkins или...,remote,HOURS_8,5/2,DevOps-инженер,От 3 до 6 лет,full
Fullstack разработчик,Астана,,,,2024-12-07T14:00:02+0300,DOCUMENTOLOG CREATIVE STUDIO,"Будет плюсом: Опыт работы с микросервисной архитектурой и контейнеризированными приложениями. Знания в области <highlighttext>DevOps</highlighttext>, Kubernetes, Nginx. Навыки работы с GraphQL...",fullDay,HOURS_8,5/2,Другое,От 3 до 6 лет,full
DevOps инженер,Алматы,,,,2024-11-28T08:42:11+0300,"Beeline, ТМ","Опыт работы в области <highlighttext>DevOps</highlighttext> не менее 3 лет. Знание контейнеризации и оркестрации Docker, Kubernetes. Опыт в обслуживании и настройке...",remote,HOURS_8,5/2,DevOps-инженер,От 3 до 6 лет,full
Team Lead .NET developer (С#),Астана,1200000.0,1500000.0,KZT,2024-12-09T13:28:54+0300,Inter Solutions,"Готовность взаимодействовать с другими отделами. <highlighttext>DevOPS</highlighttext>, сетевой, ИБ и др. Знакомство с Java. Опыт разработки и проектирования систем с микросервисной...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
DevOps Middle Engineer,Астана,,,,2024-11-26T16:38:25+0300,Itransition,"2 + years of experience as a <highlighttext>DevOps</highlighttext>/Infrastructure Engineer. Expertise in Java, Python, Ruby, Bash or experience in another...",flexible,HOURS_8,5/2,DevOps-инженер,От 1 года до 3 лет,full
Главный архитектор Java,Алматы,,,,2024-12-02T11:43:38+0300,Мук-Компьютерс,"...сообщений (Kafka, RabbitMQ). Знание баз данных (SQL и NoSQL) и технологий кэширования (Redis, Memcached). Понимание принципов <highlighttext>DevOps</highlighttext> и практик автоматизации.",fullDay,HOURS_8,5/2,Архитектор,От 3 до 6 лет,full
Team Lead Frontend (Angular) in Uzbekistan,Алматы,,,,2024-12-06T17:27:42+0300,PAYME,"Опыт на аналогичной позиции в роли Team Lead от 2х лет. Опыт работы с Angular, TypeScript, RESTful API. ",fullDay,HOURS_8,5/2,Другое,От 3 до 6 лет,full
DevOps Engineer,Алматы,,,,2024-11-29T11:05:09+0300,Ракетная фирма,Требования к навыкам и опыту: - Уверенные навыки Shell-скриптинга (Bash). - Веб-серверы и балансировщики нагрузки (Apache \ nginx \ haproxy). - ,fullDay,HOURS_8,5/2,DevOps-инженер,От 3 до 6 лет,full
Scala developer,Алматы,6000.0,7200.0,USD,2024-12-17T13:29:28+0300,COMTEK Inc.,"Skills: - 5+ years of commercial development in Java: Microservices, Springboot. - 2+ years of commercial development in Scala (Akka...",remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Java Backend Team Lead,Алматы,,,,2024-11-28T09:42:27+0300,"Beeline, ТМ","Навык анализа кода и командной разработки (Confluence, Jira). Знание методологий разработки ПО (Agile, <highlighttext>DevOps</highlighttext> и т.п.). Опыт работы с...",fullDay,HOURS_8,5/2,Руководитель группы разработки,Более 6 лет,full
"DevOps engineer / Middle+, Senior",Алматы,800000.0,1300000.0,KZT,2024-12-17T11:32:16+0300,TRUE IT,Экспертные знания Kubernetes/OpenShift и практический опыт работы с промышленными системами. Опыт администрирования различных семейств ОС Linux. Опыт конфигурирования и...,fullDay,HOURS_8,5/2,DevOps-инженер,От 3 до 6 лет,full
"Senior Back-end Developer (Technical Lead) - Java, Kubernetes",Алматы,1500000.0,,KZT,2024-11-22T17:26:05+0300,Частная компания Global DTC Kazakhstan,"Very comfortable with modern web frameworks (e.g. Spring Boot). <highlighttext>DevOps</highlighttext> experience (e.g. Ansible, Kubernetes/Mesos) and infrastructure automation. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
DevOps Engineer,Астана,,,,2024-11-20T13:12:17+0300,Новео,"Рабочие языки на проектах: английский, русский, французский. Уровень английского языка достаточный для общения с заказчиком на технические темы. ",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
IT Engineer,Алматы,,,,2024-12-15T15:57:15+0300,Неткрэкер Текнолоджи Казахстан,At least 3 years of IT/<highlighttext>DevOps</highlighttext> Engineer related experience. At least 2 year of public clouds related experience. ,fullDay,HOURS_8,5/2,Системный инженер,От 3 до 6 лет,full
Software Lead Engineer (Java),Алматы,,,,2024-11-28T07:30:34+0300,"Beeline, ТМ","Навыки разработки и интеграции CI, CD, <highlighttext>DevOps</highlighttext>. Опыт управления технологическими веб-сервисами со сложной обработкой данных. Знание архитектуры высоконагруженных систем. ",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Data Engineer with ML experience,Алматы,,,,2024-12-05T21:49:35+0300,"Velvetech, LLC","Expert-level design and implementation of scalable data pipelines and ETL workflows. Advanced expertise in Machine Learning, Large Language Models...",remote,HOURS_8,5/2,Дата-сайентист,Более 6 лет,full
MLops Engineer,Астана,,,,2024-12-05T21:49:51+0300,"Velvetech, LLC",Advanced MLOps pipeline implementation and optimization using MLflow and Azure Machine Learning. Expertise in developing scalable microservices for model monitoring...,remote,HOURS_8,5/2,DevOps-инженер,Более 6 лет,full
Middle/Senior Application Security инженер,Алматы,,,,2024-12-05T08:40:07+0300,"Beeline, ТМ","Умение формировать и контролировать требования ИБ к продуктам и информационным системам. Опыт работы со средствами <highlighttext>DevOps</highlighttext> процесса (GitLab, Nexus, Kubernetes...",fullDay,HOURS_8,5/2,Специалист по информационной безопасности,От 3 до 6 лет,full
Software Engineer,Алматы,,,,2024-12-15T17:03:22+0300,Неткрэкер Текнолоджи Казахстан,"Knowledge of PostgreSQL database, Mongo DB, Cassandra DB Arango DB. Knowledge and experience in <highlighttext>DevOps</highlighttext> methods (Jenkins, Git, Artifactory). ",flexible,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Data Engineer with ML experience,Астана,,,,2024-12-05T21:49:22+0300,"Velvetech, LLC","Expert-level design and implementation of scalable data pipelines and ETL workflows. Advanced expertise in Machine Learning, Large Language Models...",remote,HOURS_8,5/2,Дата-сайентист,Более 6 лет,full
Dynamics 365 Field Service Technical Support (Developer),Астана,,,,2024-11-22T14:03:49+0300,Itransition,"Experience working with Power Platform and API. Familiarity with Agile methodologies (SCRUM, Kanban). Exposure to Azure <highlighttext>DevOps</highlighttext>. Fluent English.",flexible,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Data Engineer (Python / Redshift),Астана,,,,2024-12-13T00:57:20+0300,Новео,"Опыт работы на позиции Data Engineer (не web developer, не <highlighttext>DevOps</highlighttext>). Опыт работы с такими системами запросов, как AWS S...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
DevOps Senior Engineer,Астана,,,,2024-11-26T16:37:58+0300,Itransition,"5 + years of experience as a <highlighttext>DevOps</highlighttext>/Infrastructure Engineer. Expertise in Java, Python, Ruby, Bash or experience in another...",flexible,HOURS_8,Свободный,DevOps-инженер,От 3 до 6 лет,full
Erlang developer,Алматы,,,,2024-11-20T15:09:32+0300,"Velvetech, LLC",Experience in developing on Erlang. HTTP (used for KAZOO configuring) and understanding of JSON format. Knowledge and administration experience with...,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Cloud Platform Lead,Алматы,,,,2024-12-07T14:52:42+0300,Неткрэкер Текнолоджи Казахстан,"Understanding of Continuous Delivery and <highlighttext>DevOps</highlighttext> methods. Experience with one of the programming languages: Golang, Python, Java. Knowledge of Operator...",fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Senior/Mid DevOps Engineer,Алматы,,,,2024-12-16T14:17:08+0300,Неткрэкер Текнолоджи Казахстан,Experience of establishing or/and maintaining continuous integration or/and delivery (CI/CD) pipelines. Understanding of <highlighttext>DevOps</highlighttext> methodology and practices. ,fullDay,HOURS_8,5/2,DevOps-инженер,От 1 года до 3 лет,full
Cloud Engineer,Алматы,,,,2024-12-15T16:38:35+0300,Неткрэкер Текнолоджи Казахстан,"Knowledge of queues and streaming platform (Kafka, RabbitMQ, Debezium). Helm and <highlighttext>DevOps</highlighttext> practices. Be familiar with Linux architecture and Linux...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior/Mid Cloud SRE,Алматы,,,,2024-12-16T14:18:39+0300,Неткрэкер Текнолоджи Казахстан,Real experience of CI/CD pipelines. Understanding of ideas behind the <highlighttext>DevOps</highlighttext> and SRE methodologies. Hands on Jenkins and GitLab...,fullDay,HOURS_8,5/2,Сетевой инженер,От 1 года до 3 лет,full
Senior Application Analyst,Алматы,,,,2024-12-15T16:24:52+0300,Неткрэкер Текнолоджи Казахстан,"Knowledge of PostgreSQL database, Mongo DB, Cassandra DB Arango DB. Knowledge and experience in <highlighttext>DevOps</highlighttext> methods (Jenkins, Git, Artifactory). ",flexible,HOURS_8,Свободный,Аналитик,От 3 до 6 лет,full
"Principal Software Engineer Full Stack C#, JavaScript – AP Essentials project (to Montenegro)",Астана,,,,2024-12-16T18:59:21+0300,Tungsten Montenegro DOO Podgorica,"Bachelor’s degree or higher in Computer Science, Information Systems, or related field. Solid experience of software development and release...",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Middle/Senior Android developer (in Uzbekistan),Алматы,,,,2024-12-16T16:59:01+0300,PAYME,"Java (<highlighttext>Android</highlighttext> SDK), Kotlin, Git (gitflow), Gradle, <highlighttext>Android</highlighttext> Studio, RxJava, Dagger 2. Опыт серьезных коммерческих приложений под <highlighttext>Android</highlighttext> от 3...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Тестировщик по Мобильным Приложениям,Алматы,100000.0,500000.0,KZT,2024-12-15T17:37:53+0300,Hyper Development,"Ожидаемый опыт: Опыт работы в области тестирования или <highlighttext>разработки</highlighttext> ПО. Знания Postman, Linux, bash, Docker, git. Знания в HTML, CSS...",remote,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,part
Product Designer в Kolesa.kz,Алматы,600000.0,1100000.0,KZT,2024-12-10T14:17:51+0300,Kolesa (АО Колеса),"Опыт работы с мобильными интерфейсами в продуктовой команде. Умение аргументировать свои дизайн решения. Навыки работы с аналитикой, проведения UX-исследований...",fullDay,HOURS_8,5/2,"Дизайнер, художник",От 1 года до 3 лет,full
Android Java-разработчик (Middle),Алматы,350000.0,500000.0,KZT,2024-12-13T13:00:18+0300,MORRE,Опыт <highlighttext>разработки</highlighttext> <highlighttext>Android</highlighttext> приложений не менее 1 года. - Отличное знание <highlighttext>Android</highlighttext> SDK. - Отличное владение Kotlin. - Умение работать с корутинами. - ,remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Тестировщик (middle),Алматы,,,,2024-12-13T10:03:22+0300,Prime Source,"Уверенные знания и опыт работы с Git, CI/CD, SQL, Charles Proxy/Proxyman, Postman, Xcode, <highlighttext>Android</highlighttext> Studio, Jira, Confluence. ",fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
Разработчик программного обеспечения,Актобе,,,,2024-12-03T10:43:06+0300,АПРО,"SQL. PL/SQL. HTML, CSS. Опыт, портфолио.",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Tech Lead,Алматы,,,,2024-12-17T15:30:28+0300,Частная компания Snoonu Technologies Ltd.,Ability to help teammates grow their personal <highlighttext>development</highlighttext> plans based on existing grades. Familiarity with graceful degradation software design principles...,remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Lead Unity QA Engineer,Алматы,,,,2024-12-17T15:49:00+0300,Sinomi Games,"Базовые знания игрового движка Unity. Опыт ручного тестирования мобильных игр или приложений, созданных на Unity. Навыки работы с системами баг...",fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
"Программист-разработчик, АкТех",Алматы,450000.0,,KZT,2024-12-15T10:58:09+0300,AKTEH (АкТех),"Опыт работы в области Web <highlighttext>разработки</highlighttext> Asp.net MVC, C#, js, jQuery и приложениях <highlighttext>Android</highlighttext> + SQLite от 1 года – будет...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Middle / Senior Flutter разработчик,Алматы,500000.0,700000.0,KZT,2024-12-09T09:01:56+0300,DEMETRA SYSTEMS,"Опыт работы с Flutter и Dart не менее 3 лет. Экспертные знания в <highlighttext>Android</highlighttext>, iOS. Опыт работы с REST API...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
QA Mobile,Астана,,,,2024-11-21T11:32:51+0300,КПЕ Центр разработки (Казахстан),Понимание процессов CI/CD. - Опыт работы с xCode и <highlighttext>Android</highlighttext> Studio. - Умение работать с Postman. - Опыт автоматизации тестирования.,fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Программист-разработчик PHP,Алматы,350000.0,600000.0,KZT,2024-12-02T15:56:11+0300,Paloma365,"Html. Jquery. Css. Мобильная верстка. Приветствуется знания: Delphi. Необходимые навыки: Программировать сверху вниз(спроектировать-распланировать, а после приступать к <highlighttext>разработке</highlighttext>).",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Android Developer,Алматы,,,,2024-12-12T13:19:57+0300,Andersen,"Commercial <highlighttext>Android</highlighttext> <highlighttext>development</highlighttext> experience for 3+ years. Strong knowledge of Java and Kotlin. Knowledge of OOP, SOLID principles, design...",fullDay,OTHER,Другое,"Программист, разработчик",От 3 до 6 лет,full
Разработчик Android,Алматы,,200.0,USD,2024-12-04T19:41:06+0300,Console Monetizer LLC,"Наличие верифицированного аккаунта Google Play Console. Наличие опыта прошлых публикаций в Google Play Console, требуемый опыт не менее 1 года. ",remote,FLEXIBLE,Свободный,"Программист, разработчик",От 1 года до 3 лет,project
Full-Stack Developer / Technical Co-Founder,Алматы,,,,2024-12-11T10:30:07+0300,Fingram,"Есть MVP (<highlighttext>Android</highlighttext> app + Node JS сервер) и early traction. No big legacy system. Also, ready to start from...",flexible,FLEXIBLE,Свободный,"Программист, разработчик",От 3 до 6 лет,part
QA Middle,Астана,,,,2024-12-17T09:33:01+0300,IT Analytics,2. Понимание процессов <highlighttext>разработки</highlighttext>: Глубокое понимание жизненного цикла <highlighttext>разработки</highlighttext> ПО и участие во всех его этапах. 3. Знание Postman: Уверенное...,fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
Middle+/Senior Android developer,Алматы,,,,2024-12-16T15:14:15+0300,red_mad_robot,"...лет опыта коммерческой <highlighttext>разработки</highlighttext> под <highlighttext>Android</highlighttext>. Глубокое знание Kotlin и платформы <highlighttext>Android</highlighttext>. Владение Kotlin Coroutines, Flow. Владение <highlighttext>Android</highlighttext> Jetpack (ViewModel...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Разработчик Android,Астана,,200.0,USD,2024-12-04T19:41:06+0300,Console Monetizer LLC,"Наличие верифицированного аккаунта Google Play Console. Наличие опыта прошлых публикаций в Google Play Console, требуемый опыт не менее 1 года. ",remote,FLEXIBLE,Свободный,"Программист, разработчик",От 1 года до 3 лет,project
Product designer,Алматы,,,,2024-11-28T12:07:25+0300,"Beeline, ТМ","Базовые навыки HTML и CSS (будешь тесно взаимодействовать с frontend-<highlighttext>разработчиком</highlighttext>). Если умеешь работать в 3D, motion или анимации...",remote,HOURS_8,5/2,"Дизайнер, художник",От 3 до 6 лет,full
Senior QA Engineer,Алматы,800000.0,,KZT,2024-12-15T13:45:30+0300,IT Space Apps,"1)Навыки управления ресурсами: должен уметь эффективно планировать и распределять задачи среди QA команды, обеспечивая максимальную продуктивность и избегая перегрузок. ",fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
QA Team Lead,Алматы,,,,2024-11-20T11:03:24+0300,Khan Group,"Опыт написания тестов ui и api. Опыт тестирования мобильных приложений (<highlighttext>Android</highlighttext>, IOS). Опыт работы с Fiddler, adb. Понимание основных принципов...",fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Flutter разработчик,Алматы,,,,2024-12-04T12:34:35+0300,Thousand IT Company,Опыт программирования на языке flutter от 1 года обязательно. Опыт программирования на любом языке не менее года. Применять методы и...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Android Разработчик (Middle/Senior),Алматы,,,,2024-12-05T17:43:20+0300,RedLab,Опыт коммерческой мобильной <highlighttext>разработки</highlighttext> от 4 лет. <highlighttext>Android</highlighttext> Studio и Kotlin в повседневной <highlighttext>разработке</highlighttext>. Опыт в проектировании клиент-серверного взаимодействия. ,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Node.js backend developer,Астана,,,,2024-11-25T15:29:48+0300,Zoftify Eesti OÜ,Work in an agile environment. 2+ years of Node.js experience. Practical experience with Typescript. Experience in building REST API...,remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Flutter-разработчик,Алматы,,600000.0,KZT,2024-11-26T07:37:35+0300,DIP KZ,"Опыт работы с State Manager-ом (Bloc, Cubit). Знание принципов <highlighttext>разработки</highlighttext> мобильных приложений для iOS и <highlighttext>Android</highlighttext>. Опыт работы с...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Разработчик гибридных мобильных приложений,Алматы,,,,2024-11-18T08:20:00+0300,Business Applications Solutions,"Понимание кроссплатформенной <highlighttext>разработки</highlighttext> и опыт создания приложений, которые работают без потерь производительности как на iOS, так и на <highlighttext>Android</highlighttext>. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Инженер по обеспечению качества встроенного ПО (QA),Алматы,550000.0,850000.0,KZT,2024-12-16T10:10:55+0300,Suretter Software (Суреттер Софтваре),Готовность к рутинным задачам. Навыки работы с операционными системами Windows/Linux/<highlighttext>Android</highlighttext>. Навыки работы с консолью Windows/Linux. ,fullDay,HOURS_8,5/2,Тестировщик,От 1 года до 3 лет,full
Менеджер продукта,Астана,,,,2024-12-15T16:20:46+0300,«Izi Paq»,"Технические навыки: Знание процессов <highlighttext>разработки</highlighttext> мобильных приложений: понимание платформ iOS и <highlighttext>Android</highlighttext>. Опыт работы с инструментами управления проектами: JIRA, Trello...",fullDay,HOURS_8,5/2,Менеджер продукта,От 3 до 6 лет,full
Senior Unity Developer (Mobile midcore Games),Астана,500000.0,1500000.0,KZT,2024-11-23T12:29:34+0300,AB-Service Company,...<highlighttext>разработки</highlighttext> мобильных игр на Unity от 6 лет. Уверенное знание C# и опыт использования паттернов проектирования. Знание особенностей платформ <highlighttext>Android</highlighttext>...,fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
React Native Developer,Астана,,,,2024-11-18T14:47:22+0300,Zoftify Eesti OÜ,"Experience <highlighttext>developing</highlighttext> pixel-perfect mobile apps. Good spoken English. Commercial native app <highlighttext>development</highlighttext> experience (iOS, <highlighttext>Android</highlighttext>). Knowledge of the react...",remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Product Designer в Avtoelon.uz,Алматы,650000.0,1100000.0,KZT,2024-12-02T12:12:13+0300,Kolesa (АО Колеса),"Опыт работы с мобильными интерфейсами в продуктовой команде. Умение слушать и слышать разных стейкхолдеров. Навыки работы с аналитикой, проведения UX...",fullDay,HOURS_8,5/2,"Дизайнер, художник",От 1 года до 3 лет,full
Unity Developer (Middle/Senior),Астана,1100.0,,USD,2024-12-16T15:25:07+0300,Black Fire (БЛЭК ФАЕР),"Опыт <highlighttext>разработки</highlighttext> коммерческих проектов на Unity (2+ лет). Опыт <highlighttext>разработки</highlighttext> проектов, выпущенных в production. Опыт работы с <highlighttext>Android</highlighttext>, iOS. ",remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Flutter Senior / Team Leader,Алматы,1500.0,3000.0,USD,2024-11-21T11:58:45+0300,Paloma365,Знание русского и английского языка.,fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Full stack developer (React Native/Expo и Node.js/Nest),Алматы,,,,2024-12-15T12:58:59+0300,FETUSPLUS,Уверенные знания и опыт работы с Node.js/NestJS. Понимание принципов <highlighttext>разработки</highlighttext> RESTful API. Опыт работы с системами аутентификации и авторизации. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Android Разработчик (Middle/Senior),Астана,,,,2024-12-11T12:41:18+0300,RedLab,Опыт коммерческой мобильной <highlighttext>разработки</highlighttext> от 4 лет. <highlighttext>Android</highlighttext> Studio и Kotlin в повседневной <highlighttext>разработке</highlighttext>. Опыт в проектировании клиент-серверного взаимодействия. ,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Аналитик Middle в сфере создания мобильных приложений,Алматы,,,,2024-12-06T10:17:22+0300,Business Applications Solutions,"Понимание особенностей гибридной <highlighttext>разработки</highlighttext> для <highlighttext>Android</highlighttext> и iOS, понимание принципов работы гибридных приложений (Flutter, React Native). Способность собирать и обрабатывать...",fullDay,HOURS_8,5/2,Системный аналитик,От 3 до 6 лет,full
Senior C++ Software Engineer (Build System),Астана,,,,2024-12-15T20:02:51+0300,Playrix,Опыт <highlighttext>разработки</highlighttext> коммерческих проектов на С++ не менее пяти лет (опыт в gamedev необязателен). Опыт с кроссплатформенной <highlighttext>разработкой</highlighttext> под iOS...,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Full stack developer (React Native/Expo и Node.js/Nest),Астана,,,,2024-12-15T12:58:59+0300,FETUSPLUS,Уверенные знания и опыт работы с Node.js/NestJS. Понимание принципов <highlighttext>разработки</highlighttext> RESTful API. Опыт работы с системами аутентификации и авторизации. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Technical Director,Астана,,,,2024-12-01T13:12:06+0300,Playrix,"Сильная техническая экспертиза и hand-on опыт в <highlighttext>разработке</highlighttext>, предпочтительно в крупных мобильных продуктах (iOS/<highlighttext>Android</highlighttext> native, C++/C#/Java...",fullDay,HOURS_8,5/2,Технический директор (CTO),Более 6 лет,full
Lead QA Engineer (Clockmaker),Астана,,,,2024-12-05T15:54:39+0300,Belka Games CY LTD,Experience <highlighttext>developing</highlighttext> work processes with test management systems (TestRail). Experience with task management systems (Asana). Experience with <highlighttext>Android</highlighttext> debug bridge...,fullDay,HOURS_8,5/2,Тестировщик,Более 6 лет,full
Middle C++ Software Engineer (Gameplay),Астана,,,,2024-12-10T21:25:28+0300,Playrix,Опыт коммерческого программирования на С++ от двух лет. Опыт клиентской продуктовой <highlighttext>разработки</highlighttext>. Опыт игровой <highlighttext>разработки</highlighttext>. Опыт работы с популярными игровыми...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Senior Full-stack developer,Алматы,,,,2024-11-22T11:14:25+0300,United Developers,"Уверенное знание TypeScript. Уверенное знание React.js. Опыт <highlighttext>разработки</highlighttext> backend-приложений на NodeJS (NestJS, Prisma, Postgres);высокая скорость работы (анализ своего...",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior Engineering Manager,Алматы,,,,2024-11-21T12:26:26+0300,Playrix,"Стек: C++, Python, Go, JS. Опыт работы в <highlighttext>разработке</highlighttext> игр. Опыт создания инструментов для <highlighttext>разработки</highlighttext> mobile/desktop продуктов. ",fullDay,HOURS_8,5/2,Технический директор (CTO),Более 6 лет,full
Senior Unity Software Engineer (Gameplay),Астана,,,,2024-12-05T14:49:56+0300,Playrix,"Опыт <highlighttext>разработки</highlighttext> коммерческих проектов на С++ и/или Unity не менее 4 лет. Опыт <highlighttext>разработки</highlighttext> проектов, выпущенных в production. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Frontend Developer (React Native),Алматы,,,,2024-12-04T11:12:03+0300,Andersen,"Proven experience working with React framework for channels <highlighttext>development</highlighttext> and integrations (Card, Payments, Bill payments etc.) in a banking environment.",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Director of Engineering,Алматы,,,,2024-12-01T13:21:12+0300,Playrix,"Сильная техническая экспертиза и hands-on опыт в <highlighttext>разработке</highlighttext>, предпочтительно в крупных mobile или desktop продуктах (iOS/<highlighttext>Android</highlighttext> native, C++...",fullDay,HOURS_8,5/2,Технический директор (CTO),Более 6 лет,full
Senior C++/Python Software Engineer (Engine),Астана,,,,2024-12-05T14:26:42+0300,Playrix,Опыт проектирования архитектуры. Опыт кроссплатформенной <highlighttext>разработки</highlighttext>. Опыт <highlighttext>разработки</highlighttext> под iOS или <highlighttext>Android</highlighttext>. Знание OpenGL/OpenGL ES. Опыт работы с популярными...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Engineering Manager,Астана,,,,2024-11-21T12:26:26+0300,Playrix,"Стек: C++, Python, Go, JS. Опыт работы в <highlighttext>разработке</highlighttext> игр. Опыт создания инструментов для <highlighttext>разработки</highlighttext> mobile/desktop продуктов. ",fullDay,HOURS_8,5/2,Технический директор (CTO),Более 6 лет,full
Senior C++ Software Engineer (Tools),Астана,,,,2024-12-05T14:37:32+0300,Playrix,Опыт <highlighttext>разработки</highlighttext> под мобильные платформы iOS и <highlighttext>Android</highlighttext>. Опыт игровой <highlighttext>разработки</highlighttext>. Опыт работы с Python. Опыт CI/CD. ,fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Lead C++ Software Engineer (Gameplay),Астана,,,,2024-12-05T15:56:25+0300,Playrix,"Опыт <highlighttext>разработки</highlighttext> коммерческих проектов на С++ и/или Unity не менее 3 лет. Опыт <highlighttext>разработки</highlighttext> проектов, выпущенных в production. ",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior C++ Software Engineer (Gameplay),Астана,,,,2024-12-05T13:25:15+0300,Playrix,"Опыт <highlighttext>разработки</highlighttext> коммерческих проектов на С++ и/или Unity не менее 4 лет. Опыт <highlighttext>разработки</highlighttext> проектов, выпущенных в production. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Lead Unity Software Engineer (Gameplay),Астана,,,,2024-12-11T18:21:23+0300,Playrix,"Опыт <highlighttext>разработки</highlighttext> коммерческих проектов на С++ и/или Unity не менее 3 лет. Опыт <highlighttext>разработки</highlighttext> проектов, выпущенных в production. ",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Senior Frontend Developer,Алматы,,,,2024-12-17T10:46:05+0300,Grand era,REST. CSS3. Bootstrap / Antd. AJAX.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Strong Junior Backend разработчик,Алматы,300000.0,400000.0,KZT,2024-12-09T12:25:54+0300,NCRM GROUP,"PostgreSQL. - Понимание принципов архитектуры микросервисов. - Опыт <highlighttext>разработки</highlighttext> и проектирования высоконагруженных систем. - Понимание принципов хорошего Code review, критериев хорошей архитектуры и...",fullDay,HOURS_4,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Back-end разработчик,Алматы,,,,2024-11-26T14:42:47+0300,Cybernet (Кибернет),"Знание инструментов контейнеризации (Docker). Опыт написания тестов с использованием Pytest. Навыки работы в команде, ответственность и способность организовывать процесс <highlighttext>разработки</highlighttext>.",shift,HOURS_12,2/2,"Программист, разработчик",От 1 года до 3 лет,full
Backend Developer (Java),Астана,,,,2024-12-03T13:18:34+0300,MN Partners,"Умение работать в команде, быстро разбираетесь в чужом коде. Умение проектировать и разрабатывать <highlighttext>backend</highlighttext> решения. Изучаете новые технологии и платформы. ",fullDay,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
