name,area_name,salary_from,salary_to,salary_currency,published_at,employer_name,requirement,schedule_id,working_hours_id,work_schedule_by_days,professional_roles,experience_name,employment_id
Fullstack-разработчик TeachLead,Алматы,700000.0,,KZT,2024-11-19T12:42:32+0300,Sapa Digital Communications,Способность к быстрому обучению и адаптации. -Опыт в управлении командой <highlighttext>разработки</highlighttext>. Требования к техническим навыкам: - Spring Boot 6. - Hibernate. - React. - ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior fullstack разработчик (java/kotlin+angular),Алматы,,,,2024-11-25T13:09:17+0300,НПК НБ РК,"Опыт работы в качестве Fullstack <highlighttext>разработчика</highlighttext> или на аналогичной позиции. Отличное знание Java/Kotlin, Angular и Spring framework. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Angular developer,Алматы,,,,2024-12-17T08:48:40+0300,One technologies,"Знание современных стандартов и методов <highlighttext>разработки</highlighttext> веб-приложений. Знание основ функционального и реактивного программирования. Знание HTML5/CSS3, JavaScript...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Full-Stack разработчик (PHP),Алматы,300000.0,,KZT,2024-12-03T12:32:14+0300,Алма Телекоммуникейшнс Казахстан (ALMA +),"Знание и опыт работы PHP (Laravel) обязательно. Знание и опыт работы с JavaScript, React и/или Vue.js. Опыт работы с...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Специалист по SAP Fiori,Астана,,,,2024-12-05T12:14:31+0300,iQ-SOLUTIONS,...Certified <highlighttext>Development</highlighttext> Associate - SAP Fiori Application <highlighttext>Developer</highlighttext>. Участвовали в проектах внедрения SAP в роли UI5 <highlighttext>frontend</highlighttext> или fullstack <highlighttext>разработчика</highlighttext>. ,remote,HOURS_8,5/2,Другое,От 3 до 6 лет,full
Ruby on Rails Senior Developer,Алматы,,,,2024-11-22T14:03:57+0300,Itransition,"It would be a plus to have: Experience with <highlighttext>Frontend</highlighttext> <highlighttext>development</highlighttext> (HTML 5, JavaScript / TypeScript, Angular / React, etc.). ",flexible,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Backend Developer (.NET),Алматы,,,,2024-12-02T18:25:12+0300,Andersen,Level of English – from Intermediate+ and above. Nice-to-haves: - Experience with <highlighttext>front</highlighttext>-<highlighttext>end</highlighttext> <highlighttext>development</highlighttext> (React or Angular). - ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Senior Java Full Stack Engineer,Алматы,,,,2024-11-26T15:40:49+0300,"Epam Kazakhstan (Эпам Казахстан),ТОО","Solid experience in Java Core, Spring and Spring Boot. Deep understanding of web <highlighttext>development</highlighttext> principles and best practices. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Senior PHP Developer (Symfony, Nuxt)",Алматы,,,,2024-11-21T14:08:33+0300,12Go Asia,Experience working with finance-related systems. -Technical English proficiency. -Technical Education (related to software <highlighttext>development</highlighttext> or computer science). -,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Java Full Stack Engineer,Астана,,,,2024-11-26T15:41:12+0300,"Epam Kazakhstan (Эпам Казахстан),ТОО","Solid experience in Java Core, Spring and Spring Boot. Deep understanding of web <highlighttext>development</highlighttext> principles and best practices. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Лектор / Full Stack разработчик,Алматы,400000.0,830000.0,KZT,2024-11-28T22:55:46+0300,Академия цифровых индустрий,"Предоставляйте поддержку и вдохновение студентам, проходящим через жизненно важный опыт. Опыт работы в качестве <highlighttext>фронтенд</highlighttext>-<highlighttext>разработчика</highlighttext> не менее 5 лет. ",flexible,HOURS_4,По выходным,"Программист, разработчик",От 3 до 6 лет,part
Senior Full-stack developer,Алматы,,,,2024-11-22T11:14:25+0300,United Developers,"Уверенное знание TypeScript. Уверенное знание React.js. Опыт <highlighttext>разработки</highlighttext> backend-приложений на NodeJS (NestJS, Prisma, Postgres);высокая скорость работы (анализ своего...",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Ruby on Rails Middle Developer,Алматы,,,,2024-12-10T18:13:12+0300,Itransition,"It would be a plus to have: Experience in <highlighttext>Frontend</highlighttext> <highlighttext>development</highlighttext> (HTML 5, JavaScript / TypeScript, Angular / React or other). ",flexible,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Senior Frontend Developer (React Native),Алматы,,,,2024-12-04T11:12:03+0300,Andersen,"Proven experience working with React framework for channels <highlighttext>development</highlighttext> and integrations (Card, Payments, Bill payments etc.) in a banking environment.",fullDay,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Fullstack Engineer (Senior/Tech Lead),Алматы,,,,2024-12-17T09:56:42+0300,Payments Lab,Опыт работы более 3 лет в коммерческой <highlighttext>разработке</highlighttext>. Приветствуется опыт работы в FinTech start up'ах.,fullDay,HOURS_8,5/2,Руководитель группы разработки,От 3 до 6 лет,full
Fullstack (TypeScript/Java/Kotlin) Developer,Алматы,,,,2024-11-20T12:49:04+0300,BTS Digital,"Опыт <highlighttext>разработки</highlighttext> Web-приложений в роли фулстек <highlighttext>разработчика</highlighttext> либо <highlighttext>frontend</highlighttext>. Опыт <highlighttext>разработки</highlighttext> на одном современных js-фреймворков: react, vue, angular...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Ruby on Rails Middle Developer,Астана,,,,2024-12-10T18:13:17+0300,Itransition,"It would be a plus to have: Experience in <highlighttext>Frontend</highlighttext> <highlighttext>development</highlighttext> (HTML 5, JavaScript / TypeScript, Angular / React or other). ",flexible,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Erlang developer,Алматы,,,,2024-11-20T15:09:32+0300,"Velvetech, LLC",Experience in <highlighttext>developing</highlighttext> on Erlang. HTTP (used for KAZOO configuring) and understanding of JSON format. Knowledge and administration experience with...,remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Application Analyst,Алматы,,,,2024-12-15T16:24:52+0300,Неткрэкер Текнолоджи Казахстан,Knowledge of SQL for querying Oracle DB. Knowledge of SW <highlighttext>development</highlighttext>/implementation methodologies (Agile and Waterfall). Spoken and written English...,flexible,HOURS_8,Свободный,Аналитик,От 3 до 6 лет,full
