name,area_name,salary_from,salary_to,salary_currency,published_at,employer_name,requirement,schedule_id,working_hours_id,work_schedule_by_days,professional_roles,experience_name,employment_id
Senior Frontend Developer,Алматы,,,,2024-12-17T10:46:05+0300,Grand era,REST. CSS3. Bootstrap / Antd. AJAX.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Strong Junior Backend разработчик,Алматы,300000.0,400000.0,KZT,2024-12-09T12:25:54+0300,NCRM GROUP,"PostgreSQL. - Понимание принципов архитектуры микросервисов. - Опыт <highlighttext>разработки</highlighttext> и проектирования высоконагруженных систем. - Понимание принципов хорошего Code review, критериев хорошей архитектуры и...",fullDay,HOURS_4,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Back-end разработчик,Алматы,,,,2024-11-26T14:42:47+0300,Cybernet (Кибернет),"Знание инструментов контейнеризации (Docker). Опыт написания тестов с использованием Pytest. Навыки работы в команде, ответственность и способность организовывать процесс <highlighttext>разработки</highlighttext>.",shift,HOURS_12,2/2,"Программист, разработчик",От 1 года до 3 лет,full
Backend Developer (Java),Астана,,,,2024-12-03T13:18:34+0300,MN Partners,"Умение работать в команде, быстро разбираетесь в чужом коде. Умение проектировать и разрабатывать <highlighttext>backend</highlighttext> решения. Изучаете новые технологии и платформы. ",fullDay,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Бэкенд-разработчик Python,Астана,150000.0,600000.0,KZT,2024-11-21T10:33:33+0300,Cleverest Technologies,"...работать с ней через PyMongo. Умение взаимодействовать с объектными хранилищами, такими как MinIO, через Python. Понимание принципов <highlighttext>разработки</highlighttext> RESTful API.",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Manual QA инженер (стажер),Алматы,,,,2024-12-10T13:40:34+0300,oitech,"Понимание работы IT проектов, как технический взаимодействует <highlighttext>backend</highlighttext> и frontend, мобильное приложение. Вы активны, готовы учиться и развиваться в сфере...",fullDay,HOURS_8,5/2,Тестировщик,Нет опыта,full
Backend-разработчик,Алматы,,,,2024-12-17T09:25:50+0300,TECHDRIVE,Express\Nest\Fastify. ORM-s like Prisma\Type ORM\Knex. Алгоритмическое мышление. Понимание парадигм\паттернов <highlighttext>разработки</highlighttext>. Развитые софт-скиллы. ,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior Python Developer,Астана,,6000.0,USD,2024-12-13T14:42:04+0300,SL KG,"5+ years of experience in Python (with expertise in asyncio, FastAPI). 2+ years of experience with MongoDB, Redis...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Frontend-разработчик,Астана,,,,2024-11-27T14:23:17+0300,Центр электронных финансов,Высшее техническое образование. Опыт работы не менее одного года на должности <highlighttext>разработчика</highlighttext>. Язык программирования- Java Script. Технический английсский -обязательно.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Middle Python Developer,Астана,500000.0,650000.0,KZT,2024-12-16T13:33:43+0300,Infinity Enterprises,"Опыт работы с ElasticSearch, запросы, агрегации. Умение писать эффективный с точки зрения производительности код, умение находить узкие места и оптимизировать...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Python-разработчик,Астана,,,,2024-12-06T16:43:03+0300,TargetAI Limited,"Умение писать тесты и понимание их роли в <highlighttext>разработке</highlighttext>. Опыт работы с популярными <highlighttext>backend</highlighttext>-инструментами: Kafka, MongoDB и другие. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Webmaster,Алматы,,,,2024-12-16T20:58:36+0300,"Velvetech, LLC","Strong proficiency in WordPress <highlighttext>development</highlighttext>, including custom theme <highlighttext>development</highlighttext>, plugin <highlighttext>development</highlighttext>, loops and extensions, API integration, and more. ",fullDay,HOURS_4,5/2,"Программист, разработчик",От 3 до 6 лет,part
Front End Developer (Part-Time),Алматы,,,,2024-12-15T10:03:10+0300,tny.,"3+ years of working experience in frontend <highlighttext>development</highlighttext>. React, JavaScript/TypeScript, Next, Webpack, shadcn, Tailwind CSS. Ability to work...",remote,FLEXIBLE,Свободный,"Программист, разработчик",От 3 до 6 лет,part
Middle / Senior Back-end разработчик в Департамент Цифровых Платформ,Алматы,,,,2024-12-17T10:45:22+0300,Grand era,Высокую экспертизу в специализации. Навык в проведении Code Review. Хорошие знания Git. Ответственность.,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
"Full stack разработчик (frontend, backend)",Алматы,300000.0,750000.0,KZT,2024-12-14T11:23:10+0300,"GuardinAI, Inc",Владение фреймворками JavaScript: React.js и Vue.js. Значительный опыт работы с <highlighttext>бэкендом</highlighttext> на Node.js и Express. Опыт работы с AWS и...,remote,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Fullstack-разработчик,Алматы,,250000.0,KZT,2024-12-13T07:02:49+0300,Tanir technology,"Опыт работы на позиции <highlighttext>Backend</highlighttext>-<highlighttext>разработчика</highlighttext> от 2 лет. Знание и опыт работы с Node.js (express, NestJS). Опыт работы с...",remote,HOURS_4,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Frontend-разработчик,Алматы,700000.0,1300000.0,KZT,2024-11-27T08:18:38+0300,Kolesa (АО Колеса),"Опыт работы со сборщиками webpack, vite. Отличные знания JavaScript, TypeScript. Опыт работы с js фреймворками, приветствуется Vue.js, Nuxt. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Frontend Developer (Vue),Астана,,,,2024-12-17T11:36:10+0300,Новео,"Будет плюсом: - разговорный французский язык. Участие во внутренних митапах, постоянный обмен опытом с коллегами. Четко выстроенные процессы и методологии <highlighttext>разработки</highlighttext>.",remote,HOURS_8,5/2,Другое,От 3 до 6 лет,full
Backend-разработчик,Астана,700000.0,,KZT,2024-12-03T13:46:57+0300,DAMU RG Исследовательская группа,Английский язык на уровне чтения технической документации. Высшее техническое образование. Минимум 5 лет работы в <highlighttext>Backend</highlighttext> <highlighttext>разработке</highlighttext>. Знание архитектурных принципов...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Back End Developer,Алматы,,,,2024-12-15T09:56:09+0300,tny.,"3+ years of working experience in <highlighttext>backend</highlighttext> <highlighttext>development</highlighttext>. Python, Django, FastAPI, AWS Deployment. Django DRF, nginx. Integrating with 3...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Senior IOS разработчик,Алматы,,,,2024-12-15T13:37:33+0300,AVIATA.KZ,Навыки работы с системами аналитики Firebase/Appmetrica/Amplitude. <highlighttext>Разработка</highlighttext> на KMM (Kotlin Mobile Multiplatform). Опыт публикации приложений в App Store...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Backend-разработчик PHP (Middle),Астана,,,,2024-12-15T09:51:04+0300,Simtech Development,"Опыт <highlighttext>разработки</highlighttext> на PHP от 3-х лет. Хорошие знания в области РНP, МуSQL, CSS, HTML, Git. Знание основ CI...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Middle Frontend Developer,Астана,300000.0,800000.0,KZT,2024-11-18T22:23:42+0300,cNomad,"Опыт работы с React Native, Vue и React от 3 лет. Глубокие знания JavaScript (ES6+), HTML, CSS. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Инженер по тестированию ПО (QA),Астана,,,,2024-11-25T07:16:51+0300,Холдинг Самгау,"Понимание жизненного цикла <highlighttext>разработки</highlighttext> ПО и место тестирования в нем. Знание теории тестирования. Навыки <highlighttext>разработки</highlighttext> тестовых артефактов (чек-лист, тест...",fullDay,HOURS_8,5/2,Тестировщик,От 3 до 6 лет,full
Python Backend Developer,Алматы,,,,2024-11-22T17:05:23+0300,oitech,"Архитектура: Понимание принципов построения микросервисной архитектуры. Практики: Знание лучших практик <highlighttext>разработки</highlighttext>: SOLID, DRY, TDD. Управление: Навыки постановки задач, проведения ретроспектив...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Flutter-разработчик (Middle),Алматы,500000.0,700000.0,KZT,2024-12-07T16:45:16+0300,ЧАСТНАЯ КОМПАНИЯ RA GROUP LTD.,"Опыт коммерческой <highlighttext>разработки</highlighttext> на Flutter от 2-3 лет. Глубокое понимание языка программирования Dart. Опыт работы с REST API, обработка...",flexible,FLEXIBLE,Свободный,"Программист, разработчик",От 1 года до 3 лет,full
Backend-разработчик PHP,Алматы,600000.0,,KZT,2024-12-16T11:07:03+0300,CapStone,Опыт работы в PHP/Laravel от 2-х лет. Опыт работы с базами данных MySQL. Умение оптимизировать медленные запросы в...,fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Backend Developer (Django),Алматы,450000.0,700000.0,KZT,2024-11-22T14:00:22+0300,Бекхожаев К.Т,"Уверенное знание Django и Django REST Framework. Опыт <highlighttext>разработки</highlighttext> API для мобильных и веб-приложений. Понимание работы с WebSockets, Django...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
PHP-разработчик (Laravel) / Backend PHP Developer (Laravel),Алматы,,,,2024-12-06T16:15:19+0300,ЭИР Продакшн,"Уверенное знание PHP, MySQL или PostgreSQL, Eloquent, Redis, Docker. Тесты: PHPUnit (unit и feature) (будет плюсом). Статический анализатор: phpstan. ",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Crypto Backend Developer,Алматы,,,,2024-12-16T17:23:59+0300,XCloud Labs LTD,"Опыт работы с Python, Asyncio. Опыт работы с блокчейн-технологиями (работа с адресами, обработка блоков и транзакций, работа с DEX...",remote,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Junior+ Node.js разработчик,Алматы,,120000.0,RUR,2024-12-03T08:50:28+0300,Ботхаб,"Опыт работы с Node.js. Знание JavaScript/TypeScript. Опыт работы с системами контроля версий, преимущественно Git, понимание Git-flow. ",remote,HOURS_8,5/2,"Программист, разработчик",Нет опыта,full
Back End Developer,Алматы,,,,2024-12-15T09:58:30+0300,tny.,"3+ years of working experience in <highlighttext>backend</highlighttext> <highlighttext>development</highlighttext>. Python, Django, FastAPI, AWS Deployment. Django DRF, nginx. Integrating with 3...",remote,FLEXIBLE,Свободный,"Программист, разработчик",От 3 до 6 лет,part
Go backend developer,Алматы,,,,2024-11-21T18:33:34+0300,ECPK IT,"Компетентное владение Go и способность писать надежный и тестируемый код на этом языке. Глубокое понимание особенностей и преимуществ Go, а...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Senior backend-разработчик (PHP),Алматы,,,,2024-12-10T10:07:53+0300,Arbuz Group (Арбуз Груп),"Опыт коммерческой <highlighttext>разработки</highlighttext> от 3 лет. Уверенные знания PHP, MySQL, MongoDB. Опыт работы с фреймворком Phalcon. Опыт работы Git, Nginx...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 3 до 6 лет,full
Flutter разработчик,Алматы,,,,2024-11-22T13:04:17+0300,Tredo,"Умение работать с REST API и локальным хранилищем данных (например, SQLite, Hive). Опыт <highlighttext>разработки</highlighttext> сложных форм с валидацией данных. ",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
Tech Lead,Алматы,,,,2024-12-17T15:30:28+0300,Частная компания Snoonu Technologies Ltd.,Strong <highlighttext>backend</highlighttext> engineering background with extensive experience in designing and building scalable <highlighttext>backend</highlighttext> systems. Understanding how to <highlighttext>develop</highlighttext> clear and...,remote,HOURS_8,5/2,"Программист, разработчик",Более 6 лет,full
Backend-разработчик PHP,Алматы,1100000.0,1500000.0,KZT,2024-12-10T07:52:30+0300,Kolesa (АО Колеса),"Хорошие знания PHP. Знакомство с инфраструктурой: Linux, Docker, Nginx. Знания базы данных: MySQL (обязательно), MongoDb, Redis. Умение работать с git...",fullDay,HOURS_8,5/2,"Программист, разработчик",От 1 года до 3 лет,full
